"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare","combined","fixed"
"sp044","PR400",9,"PR",400,"ter","ausente","membranacea",0.2867142857,15,"abundant",2.11664914873794,-2.85857453944616
"sp044","GR600",1,"GR",600,"ter","ausente","membranacea",0.4295714286,16,"abundant",-0.152958942496221,-2.47964030301188
"sp044","MR600",4,"MR",600,"ter","ausente","membranacea",0.4295714286,17,"abundant",1.32705198863801,-2.48399074574238
"sp044","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"abundant",-3.61936887459926,-2.42117253152649
"sp044","GR800",15,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"abundant",2.69478512817448,-2.6776964391453
"sp044","MR800",12,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"abundant",2.48137685252181,-2.75303977354755
"sp044","PR800",1,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"abundant",-0.110033993157839,-2.79465653459944
"sp044","GR1000",7,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"abundant",1.91021677365959,-3.84710159282105
"sp044","MR1000",15,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"abundant",2.6442055384479,-3.8970195531839
"sp044","PR1000",14,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"abundant",2.63095054254785,-3.77801466975946
"sp044","GR1200",1,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"abundant",-0.106611737250388,-5.71485745874083
"sp044","MR1200",3,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"abundant",1.05203605616401,-5.75579804446801
"sp044","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"abundant",-5.98373731533234,-5.76225860638113
"sp044","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"abundant",-8.64109292814357,-8.39695796386454
"sp044","MR1400",9,"MR",1400,"ter","ausente","membranacea",1.001,29,"abundant",2.35296077421208,-8.39543478311728
"sp044","PR1400",18,"PR",1400,"ter","ausente","membranacea",1.001,30,"abundant",2.94419901842051,-8.42178582881911
"sp062","GR00",0,"GR",0,"ep","presente","coriacea",0.001,1,"abundant",-5.73378520376296,-5.43566157182648
"sp062","MR00",0,"MR",0,"ep","presente","coriacea",0.001,2,"abundant",-5.89260879864177,-5.47908791254145
"sp062","PR00",0,"PR",0,"ep","presente","coriacea",0.001,3,"abundant",-5.69561164738233,-5.49745032360869
"sp062","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,4,"abundant",-5.75767469573383,-5.56353298151954
"sp062","MR010",5,"MR",10,"ep","presente","coriacea",0.0081428571,5,"abundant",1.57961136116244,-5.58305334966608
"sp062","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,6,"abundant",-5.99814378230732,-5.63226203253501
"sp062","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,7,"abundant",-6.09696492169819,-5.86908910106792
"sp062","MR50",54,"MR",50,"ep","presente","coriacea",0.0367142857,8,"abundant",4.06196534452067,-5.96401115474014
"sp062","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,9,"abundant",-6.37147343652309,-5.9407408997312
"sp062","GR200",4,"GR",200,"ep","presente","coriacea",0.1438571429,10,"abundant",1.35117509932019,-6.88350573466027
"sp062","MR200",3,"MR",200,"ep","presente","coriacea",0.1438571429,11,"abundant",1.02460675486049,-6.98490516003629
"sp062","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,12,"abundant",-7.14412249435799,-7.00887745734958
"sp062","GR400",9,"GR",400,"ep","presente","coriacea",0.2867142857,13,"abundant",2.2350558242193,-7.64386749635189
"sp062","MR400",9,"MR",400,"ep","presente","coriacea",0.2867142857,14,"abundant",2.20478574975357,-7.73561415223477
"sp062","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,15,"abundant",-7.28444647584404,-7.64400352056962
"sp062","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,16,"abundant",-7.57265786042916,-7.59640721604374
"sp062","MR600",2,"MR",600,"ep","presente","coriacea",0.4295714286,17,"abundant",0.671822946919742,-7.65017188784713
"sp062","PR600",15,"PR",600,"ep","presente","coriacea",0.4295714286,18,"abundant",2.76230012093123,-7.60363465501107
"sp062","GR800",13,"GR",800,"ep","presente","coriacea",0.5724285714,19,"abundant",2.65609174359345,-6.84415867747369
"sp062","MR800",4,"MR",800,"ep","presente","coriacea",0.5724285714,20,"abundant",1.42399246463564,-6.82920862234627
"sp062","PR800",1,"PR",800,"ep","presente","coriacea",0.5724285714,21,"abundant",-0.0922792029325947,-6.81445425310751
"sp062","GR1000",8,"GR",1000,"ep","presente","coriacea",0.7152857143,22,"abundant",2.07775283741168,-5.38893747667199
"sp062","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,23,"abundant",-5.801031177691,-5.39086374641506
"sp062","PR1000",4,"PR",1000,"ep","presente","coriacea",0.7152857143,24,"abundant",1.37456757847864,-5.40338731136581
"sp062","GR1200",0,"GR",1200,"ep","presente","coriacea",0.8581428571,25,"abundant",-3.95640954842125,-3.18023991263755
"sp062","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,26,"abundant",-4.17057185823292,-3.15218596836358
"sp062","PR1200",1,"PR",1200,"ep","presente","coriacea",0.8581428571,27,"abundant",-0.131446229172308,-3.15580195674718
"sp062","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,28,"abundant",-2.68894689628725,-0.26272709880096
"sp062","MR1400",0,"MR",1400,"ep","presente","coriacea",1.001,29,"abundant",-2.81693421355278,-0.234485562085273
"sp062","PR1400",1,"PR",1400,"ep","presente","coriacea",1.001,30,"abundant",0.054728705580464,-0.225607029948097
"sp065","GR00",0,"GR",0,"ep","presente","coriacea",0.001,1,"abundant",-5.62493575269717,-5.47004593475629
"sp065","MR00",0,"MR",0,"ep","presente","coriacea",0.001,2,"abundant",-5.63331412140566,-5.45454313461312
"sp065","PR00",0,"PR",0,"ep","presente","coriacea",0.001,3,"abundant",-5.61297860149342,-5.34412855450922
"sp065","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,4,"abundant",-6.13253488256164,-5.54926884366578
"sp065","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,5,"abundant",-5.72890709714729,-5.64085129083101
"sp065","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,6,"abundant",-5.6895522839124,-5.5812002868521
"sp065","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,7,"abundant",-6.37909775437586,-5.89340575442623
"sp065","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,8,"abundant",-5.74733644459208,-5.91496211940774
"sp065","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,9,"abundant",-6.21699161706159,-5.85559042617922
"sp065","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,10,"abundant",-6.95887362505712,-7.00891872144816
"sp065","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,11,"abundant",-7.23247520989188,-6.9155377629259
"sp065","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,12,"abundant",-6.65287125126863,-6.90171294981176
"sp065","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,13,"abundant",-7.50360515071198,-7.61199081733259
"sp065","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,14,"abundant",-7.21369966583952,-7.6921503429147
"sp065","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,15,"abundant",-7.90129748494595,-7.67463380632647
"sp065","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,16,"abundant",-7.4042709926345,-7.60268796997987
"sp065","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,17,"abundant",-7.54717534046644,-7.655507245484
"sp065","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,18,"abundant",-7.63548465143435,-7.61748674919259
"sp065","GR800",0,"GR",800,"ep","presente","coriacea",0.5724285714,19,"abundant",-6.75400584774949,-6.94084278198252
"sp065","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,20,"abundant",-6.82728293391621,-6.89260056778979
"sp065","PR800",2,"PR",800,"ep","presente","coriacea",0.5724285714,21,"abundant",0.621521969240571,-6.87919091140689
"sp065","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,22,"abundant",-5.60320635661937,-5.3508977191966
"sp065","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,23,"abundant",-5.73133156479189,-5.3885235971906
"sp065","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,24,"abundant",-5.72456383230015,-5.52449006801315
"sp065","GR1200",66,"GR",1200,"ep","presente","coriacea",0.8581428571,25,"abundant",4.2283704500911,-3.18195867824992
"sp065","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,26,"abundant",-4.00580177329486,-3.11292749012259
"sp065","PR1200",258,"PR",1200,"ep","presente","coriacea",0.8581428571,27,"abundant",5.52907980780106,-3.1441740045799
"sp065","GR1400",35,"GR",1400,"ep","presente","coriacea",1.001,28,"abundant",3.51940416259344,-0.167482492428414
"sp065","MR1400",45,"MR",1400,"ep","presente","coriacea",1.001,29,"abundant",3.77434614795662,-0.191576257254329
"sp065","PR1400",47,"PR",1400,"ep","presente","coriacea",1.001,30,"abundant",3.71368192377757,-0.257226334267314
"sp066","GR00",0,"GR",0,"ep","presente","coriacea",0.001,1,"abundant",-5.50011805971378,-5.52440926650277
"sp066","MR00",0,"MR",0,"ep","presente","coriacea",0.001,2,"abundant",-5.87833533431794,-5.46294962286367
"sp066","PR00",0,"PR",0,"ep","presente","coriacea",0.001,3,"abundant",-5.68293699618949,-5.41714717404133
"sp066","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,4,"abundant",-5.63514509555624,-5.53358712407392
"sp066","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,5,"abundant",-5.53304400768054,-5.58856047319184
"sp066","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,6,"abundant",-5.66941803051858,-5.53652791950435
"sp066","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,7,"abundant",-6.18180198543227,-5.89328526630327
"sp066","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,8,"abundant",-5.64006268115322,-5.962083793245
"sp066","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,9,"abundant",-6.04336545660694,-5.91475619416552
"sp066","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,10,"abundant",-6.8066523831758,-7.03529579735019
"sp066","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,11,"abundant",-6.9395706844354,-6.91452597884884
"sp066","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,12,"abundant",-6.42588447916508,-6.86955278524984
"sp066","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,13,"abundant",-7.47100296221711,-7.65385887642022
"sp066","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,14,"abundant",-7.45679585409157,-7.63580286610759
"sp066","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,15,"abundant",-7.419024146073,-7.62897094178412
"sp066","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,16,"abundant",-7.65903888314303,-7.65848796702621
"sp066","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,17,"abundant",-7.39780650303903,-7.59220449038074
"sp066","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,18,"abundant",-7.9568842994969,-7.63970733505967
"sp066","GR800",0,"GR",800,"ep","presente","coriacea",0.5724285714,19,"abundant",-6.94711959944446,-6.86021073333119
"sp066","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,20,"abundant",-6.67885686307659,-6.87406174982129
"sp066","PR800",0,"PR",800,"ep","presente","coriacea",0.5724285714,21,"abundant",-7.04405963798301,-6.88694759016958
"sp066","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,22,"abundant",-5.40581390530163,-5.41017896731565
"sp066","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,23,"abundant",-6.00367396689059,-5.41789052213887
"sp066","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,24,"abundant",-5.54349427099034,-5.47023483634918
"sp066","GR1200",0,"GR",1200,"ep","presente","coriacea",0.8581428571,25,"abundant",-4.22002892397658,-3.28422601658153
"sp066","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,26,"abundant",-3.97329953389112,-3.17670252592831
"sp066","PR1200",0,"PR",1200,"ep","presente","coriacea",0.8581428571,27,"abundant",-3.51417979478793,-3.16824420783995
"sp066","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,28,"abundant",-2.78786328033808,-0.208632814206546
"sp066","MR1400",149,"MR",1400,"ep","presente","coriacea",1.001,29,"abundant",4.97844651829636,-0.275860431308347
"sp066","PR1400",0,"PR",1400,"ep","presente","coriacea",1.001,30,"abundant",-2.70133708434168,-0.136359644079239
"sp067","GR00",0,"GR",0,"ep","ausente","membranacea",0.001,1,"abundant",-6.15853659074486,-5.73188069783622
"sp067","MR00",0,"MR",0,"ep","ausente","membranacea",0.001,2,"abundant",-5.7431198230302,-5.7351290760294
"sp067","PR00",0,"PR",0,"ep","ausente","membranacea",0.001,3,"abundant",-5.72949704600853,-5.77363102740787
"sp067","GR010",0,"GR",10,"ep","ausente","membranacea",0.0081428571,4,"abundant",-5.8713585165274,-5.73662248267529
"sp067","MR010",313,"MR",10,"ep","ausente","membranacea",0.0081428571,5,"abundant",5.72454528268787,-5.70713797640848
"sp067","PR010",0,"PR",10,"ep","ausente","membranacea",0.0081428571,6,"abundant",-5.74264764029084,-5.81216379498863
"sp067","GR50",0,"GR",50,"ep","ausente","membranacea",0.0367142857,7,"abundant",-5.65233373716849,-5.65732901063123
"sp067","MR50",0,"MR",50,"ep","ausente","membranacea",0.0367142857,8,"abundant",-5.26089447697598,-5.68947412596291
"sp067","PR50",0,"PR",50,"ep","ausente","membranacea",0.0367142857,9,"abundant",-5.79862589095254,-5.72025037363165
"sp067","GR200",0,"GR",200,"ep","ausente","membranacea",0.1438571429,10,"abundant",-5.31748942153283,-5.418100600079
"sp067","MR200",0,"MR",200,"ep","ausente","membranacea",0.1438571429,11,"abundant",-5.82918461080835,-5.49432230166198
"sp067","PR200",0,"PR",200,"ep","ausente","membranacea",0.1438571429,12,"abundant",-5.75505753945998,-5.43263701730473
"sp067","GR400",0,"GR",400,"ep","ausente","membranacea",0.2867142857,13,"abundant",-5.4388303690738,-5.12455797987058
"sp067","MR400",0,"MR",400,"ep","ausente","membranacea",0.2867142857,14,"abundant",-4.87071788499388,-5.05980359157335
"sp067","PR400",0,"PR",400,"ep","ausente","membranacea",0.2867142857,15,"abundant",-5.47429516034141,-5.05683759743278
"sp067","GR600",0,"GR",600,"ep","ausente","membranacea",0.4295714286,16,"abundant",-5.23317528387036,-4.81708214570834
"sp067","MR600",0,"MR",600,"ep","ausente","membranacea",0.4295714286,17,"abundant",-4.78219696862249,-4.81778327347267
"sp067","PR600",0,"PR",600,"ep","ausente","membranacea",0.4295714286,18,"abundant",-5.38297016473815,-4.83321806266427
"sp067","GR800",0,"GR",800,"ep","ausente","membranacea",0.5724285714,19,"abundant",-4.85885899738737,-4.49517306913626
"sp067","MR800",0,"MR",800,"ep","ausente","membranacea",0.5724285714,20,"abundant",-4.87432168394927,-4.51404398642836
"sp067","PR800",0,"PR",800,"ep","ausente","membranacea",0.5724285714,21,"abundant",-4.8227689343444,-4.56826840436718
"sp067","GR1000",0,"GR",1000,"ep","ausente","membranacea",0.7152857143,22,"abundant",-4.52768967901586,-4.28239907175931
"sp067","MR1000",0,"MR",1000,"ep","ausente","membranacea",0.7152857143,23,"abundant",-4.59075370012453,-4.26602789438261
"sp067","PR1000",0,"PR",1000,"ep","ausente","membranacea",0.7152857143,24,"abundant",-4.22983506201922,-4.27926483228343
"sp067","GR1200",0,"GR",1200,"ep","ausente","membranacea",0.8581428571,25,"abundant",-4.49357597694022,-4.03205359719882
"sp067","MR1200",0,"MR",1200,"ep","ausente","membranacea",0.8581428571,26,"abundant",-4.65761791794319,-4.03420090477391
"sp067","PR1200",0,"PR",1200,"ep","ausente","membranacea",0.8581428571,27,"abundant",-4.09102562785125,-4.03962471446372
"sp067","GR1400",0,"GR",1400,"ep","ausente","membranacea",1.001,28,"abundant",-4.66140718321114,-3.8562690363427
"sp067","MR1400",0,"MR",1400,"ep","ausente","membranacea",1.001,29,"abundant",-4.76376255280756,-3.93168701899253
"sp067","PR1400",0,"PR",1400,"ep","ausente","membranacea",1.001,30,"abundant",-4.4918881784843,-3.85627653840871
"sp074","GR00",0,"GR",0,"ep","ausente","membranacea",0.001,1,"abundant",-6.06287840377303,-5.73322608640793
"sp074","MR00",0,"MR",0,"ep","ausente","membranacea",0.001,2,"abundant",-5.60656923258355,-5.80981905686687
"sp074","PR00",0,"PR",0,"ep","ausente","membranacea",0.001,3,"abundant",-5.80427386284329,-5.8732828426574
"sp074","GR010",0,"GR",10,"ep","ausente","membranacea",0.0081428571,4,"abundant",-6.18942622969376,-5.73353426009924
"sp074","MR010",15,"MR",10,"ep","ausente","membranacea",0.0081428571,5,"abundant",2.6694066239255,-5.77354928115802
"sp074","PR010",0,"PR",10,"ep","ausente","membranacea",0.0081428571,6,"abundant",-5.92363934179921,-5.80055351761331
"sp074","GR50",0,"GR",50,"ep","ausente","membranacea",0.0367142857,7,"abundant",-5.71649380906297,-5.66498653672908
"sp074","MR50",4,"MR",50,"ep","ausente","membranacea",0.0367142857,8,"abundant",1.36835793405083,-5.66264099050351
"sp074","PR50",0,"PR",50,"ep","ausente","membranacea",0.0367142857,9,"abundant",-5.46827297296758,-5.68942868688712
"sp074","GR200",0,"GR",200,"ep","ausente","membranacea",0.1438571429,10,"abundant",-5.35690638345145,-5.35384853762715
"sp074","MR200",0,"MR",200,"ep","ausente","membranacea",0.1438571429,11,"abundant",-5.43152124981277,-5.42636501128375
"sp074","PR200",0,"PR",200,"ep","ausente","membranacea",0.1438571429,12,"abundant",-5.75539926866876,-5.43409510792486
"sp074","GR400",0,"GR",400,"ep","ausente","membranacea",0.2867142857,13,"abundant",-5.18146968500554,-5.11488241458538
"sp074","MR400",0,"MR",400,"ep","ausente","membranacea",0.2867142857,14,"abundant",-5.40248204667705,-5.07097225066164
"sp074","PR400",0,"PR",400,"ep","ausente","membranacea",0.2867142857,15,"abundant",-4.96671837031165,-5.16584625228505
"sp074","GR600",0,"GR",600,"ep","ausente","membranacea",0.4295714286,16,"abundant",-5.00423625332873,-4.83369773937646
"sp074","MR600",0,"MR",600,"ep","ausente","membranacea",0.4295714286,17,"abundant",-5.03444820954556,-4.82089271285009
"sp074","PR600",0,"PR",600,"ep","ausente","membranacea",0.4295714286,18,"abundant",-4.87701050528898,-4.8193574426189
"sp074","GR800",0,"GR",800,"ep","ausente","membranacea",0.5724285714,19,"abundant",-4.61397891968278,-4.52743642169151
"sp074","MR800",0,"MR",800,"ep","ausente","membranacea",0.5724285714,20,"abundant",-4.76534292632552,-4.52013548692436
"sp074","PR800",0,"PR",800,"ep","ausente","membranacea",0.5724285714,21,"abundant",-4.91915332842018,-4.55179097702532
"sp074","GR1000",32,"GR",1000,"ep","ausente","membranacea",0.7152857143,22,"abundant",3.474083932757,-4.3463991187803
"sp074","MR1000",0,"MR",1000,"ep","ausente","membranacea",0.7152857143,23,"abundant",-5.07524591368451,-4.34745496009317
"sp074","PR1000",0,"PR",1000,"ep","ausente","membranacea",0.7152857143,24,"abundant",-4.54931807773969,-4.31480454890081
"sp074","GR1200",6,"GR",1200,"ep","ausente","membranacea",0.8581428571,25,"abundant",1.82760550407411,-4.07705569333397
"sp074","MR1200",0,"MR",1200,"ep","ausente","membranacea",0.8581428571,26,"abundant",-4.3013443793714,-4.08589325548752
